BV Index,Tempature,Class
0.72,5534.196696,4
0.72,5534.196696,4
0.72,5534.196696,4
0.72,5534.196696,4
0.72,5534.196696,4
0.72,5534.196696,3
0.71,5567.728737,4
0.71,5567.728737,4
0.71,5567.728737,4
0.7,5601.697844,5
0.7,5601.697844,5
0.7,5601.697844,4
0.7,5601.697844,4
0.7,5601.697844,4
0.7,5601.697844,4
0.69,5636.113022,4
0.69,5636.113022,4
0.69,5636.113022,4
0.69,5636.113022,4
0.69,5636.113022,4
0.69,5636.113022,4
0.69,5636.113022,4
0.69,5636.113022,4
0.68,5670.983534,4
0.68,5670.983534,4
0.68,5670.983534,4
0.67,5706.318906,4
0.67,5706.318906,4
0.67,5706.318906,4
0.67,5706.318906,4
0.67,5706.318906,4
0.67,5706.318906,4
0.67,5706.318906,4
0.67,5706.318906,4
0.67,5706.318906,3
0.66,5742.128942,5
0.66,5742.128942,4
0.66,5742.128942,4
0.66,5742.128942,4
0.66,5742.128942,4
0.66,5742.128942,4
0.66,5742.128942,4
0.66,5742.128942,4
0.66,5742.128942,3
0.66,5742.128942,3
0.65,5778.423731,4
0.65,5778.423731,4
0.65,5778.423731,4
0.65,5778.423731,4
0.65,5778.423731,4
0.65,5778.423731,4
0.65,5778.423731,4
0.65,5778.423731,4
0.65,5778.423731,4
0.65,5778.423731,4
0.64,5815.213657,4
0.64,5815.213657,4
0.64,5815.213657,4
0.64,5815.213657,4
0.64,5815.213657,4
0.64,5815.213657,4
0.64,5815.213657,4
0.64,5815.213657,3
0.63,5852.509414,4
0.63,5852.509414,4
0.63,5852.509414,4
0.63,5852.509414,4
0.63,5852.509414,4
0.63,5852.509414,4
0.63,5852.509414,3
0.63,5852.509414,3
0.63,5852.509414,3
0.62,5890.322012,4
0.62,5890.322012,4
0.62,5890.322012,4
0.62,5890.322012,4
0.62,5890.322012,4
0.62,5890.322012,4
0.62,5890.322012,3
0.61,5928.662795,4
0.61,5928.662795,4
0.61,5928.662795,4
0.61,5928.662795,4
0.61,5928.662795,4
0.61,5928.662795,4
0.61,5928.662795,4
0.61,5928.662795,4
0.61,5928.662795,4
0.61,5928.662795,4
0.61,5928.662795,4
0.61,5928.662795,4
0.61,5928.662795,4
0.6,5967.54345,4
0.6,5967.54345,4
0.6,5967.54345,4
0.6,5967.54345,4
0.6,5967.54345,4
0.6,5967.54345,4
0.6,5967.54345,4
0.6,5967.54345,4
0.6,5967.54345,4
0.6,5967.54345,4
0.6,5967.54345,4
0.6,5967.54345,4
0.6,5967.54345,4
0.6,5967.54345,4
0.6,5967.54345,3
0.6,5967.54345,3
0.6,5967.54345,3
0.6,5967.54345,3
0.6,5967.54345,1
0.6,5967.54345,1
0.59,6006.976021,4
0.59,6006.976021,4
0.59,6006.976021,4
0.59,6006.976021,4
0.59,6006.976021,4
0.59,6006.976021,4
0.59,6006.976021,4
0.59,6006.976021,4
0.59,6006.976021,4
0.59,6006.976021,4
0.59,6006.976021,4
0.59,6006.976021,4
0.59,6006.976021,3
0.59,6006.976021,3
0.58,6046.972924,4
0.58,6046.972924,4
0.58,6046.972924,4
0.58,6046.972924,4
0.58,6046.972924,4
0.58,6046.972924,4
0.58,6046.972924,4
0.58,6046.972924,4
0.58,6046.972924,3
0.58,6046.972924,3
0.58,6046.972924,3
0.58,6046.972924,3
0.58,6046.972924,3
0.58,6046.972924,2
0.57,6087.546962,4
0.57,6087.546962,4
0.57,6087.546962,4
0.57,6087.546962,4
0.57,6087.546962,4
0.57,6087.546962,4
0.57,6087.546962,4
0.57,6087.546962,3
0.57,6087.546962,3
0.57,6087.546962,3
0.57,6087.546962,3
0.56,6128.711337,4
0.56,6128.711337,4
0.56,6128.711337,4
0.56,6128.711337,4
0.56,6128.711337,4
0.56,6128.711337,4
0.56,6128.711337,3
0.56,6128.711337,3
0.56,6128.711337,3
0.56,6128.711337,3
0.56,6128.711337,3
0.56,6128.711337,3
0.56,6128.711337,3
0.56,6128.711337,2
0.55,6170.47967,4
0.55,6170.47967,4
0.55,6170.47967,4
0.55,6170.47967,4
0.55,6170.47967,4
0.55,6170.47967,4
0.55,6170.47967,3
0.55,6170.47967,3
0.55,6170.47967,3
0.55,6170.47967,3
0.55,6170.47967,3
0.54,6212.866018,4
0.54,6212.866018,3
0.54,6212.866018,3
0.54,6212.866018,3
0.54,6212.866018,3
0.54,6212.866018,3
0.54,6212.866018,3
0.54,6212.866018,3
0.54,6212.866018,3
0.54,6212.866018,3
0.53,6255.884888,4
0.53,6255.884888,3
0.53,6255.884888,3
0.53,6255.884888,3
0.53,6255.884888,3
0.53,6255.884888,3
0.53,6255.884888,3
0.53,6255.884888,3
0.52,6299.551259,4
0.52,6299.551259,4
0.52,6299.551259,4
0.52,6299.551259,4
0.52,6299.551259,4
0.52,6299.551259,3
0.52,6299.551259,3
0.52,6299.551259,3
0.52,6299.551259,3
0.52,6299.551259,3
0.52,6299.551259,3
0.52,6299.551259,2
0.51,6343.880599,3
0.51,6343.880599,3
0.51,6343.880599,3
0.51,6343.880599,3
0.51,6343.880599,3
0.51,6343.880599,3
0.51,6343.880599,3
0.5,6388.888889,4
0.5,6388.888889,4
0.5,6388.888889,4
0.5,6388.888889,3
0.5,6388.888889,3
0.5,6388.888889,3
0.5,6388.888889,3
0.5,6388.888889,3
0.5,6388.888889,3
0.5,6388.888889,3
0.5,6388.888889,3
0.5,6388.888889,3
0.5,6388.888889,3
0.5,6388.888889,3
0.5,6388.888889,3
0.49,6434.592641,4
0.49,6434.592641,4
0.49,6434.592641,3
0.49,6434.592641,3
0.49,6434.592641,3
0.49,6434.592641,3
0.49,6434.592641,3
0.49,6434.592641,3
0.49,6434.592641,3
0.49,6434.592641,3
0.48,6481.008924,3
0.48,6481.008924,3
0.48,6481.008924,3
0.48,6481.008924,3
0.48,6481.008924,3
0.48,6481.008924,3
0.48,6481.008924,3
0.48,6481.008924,3
0.48,6481.008924,3
0.47,6528.155384,3
0.47,6528.155384,3
0.47,6528.155384,3
0.47,6528.155384,3
0.47,6528.155384,3
0.47,6528.155384,3
0.47,6528.155384,3
0.47,6528.155384,3
0.47,6528.155384,3
0.47,6528.155384,3
0.47,6528.155384,3
0.46,6576.050273,4
0.46,6576.050273,3
0.46,6576.050273,3
0.46,6576.050273,3
0.46,6576.050273,3
0.46,6576.050273,3
0.46,6576.050273,3
0.46,6576.050273,3
0.46,6576.050273,3
0.46,6576.050273,3
0.46,6576.050273,3
0.46,6576.050273,2
0.45,6624.712472,3
0.45,6624.712472,3
0.45,6624.712472,3
0.45,6624.712472,3
0.45,6624.712472,3
0.45,6624.712472,3
0.45,6624.712472,3
0.45,6624.712472,3
0.45,6624.712472,3
0.45,6624.712472,2
0.44,6674.161524,3
0.44,6674.161524,3
0.44,6674.161524,3
0.44,6674.161524,3
0.44,6674.161524,3
0.44,6674.161524,3
0.44,6674.161524,3
0.44,6674.161524,3
0.44,6674.161524,3
0.44,6674.161524,3
0.44,6674.161524,3
0.44,6674.161524,3
0.44,6674.161524,2
0.44,6674.161524,1
0.43,6724.417657,4
0.43,6724.417657,3
0.43,6724.417657,3
0.43,6724.417657,3
0.43,6724.417657,3
0.43,6724.417657,3
0.43,6724.417657,3
0.43,6724.417657,2
0.42,6775.501819,3
0.42,6775.501819,3
0.42,6775.501819,3
0.42,6775.501819,3
0.42,6775.501819,3
0.42,6775.501819,3
0.42,6775.501819,1
0.41,6827.435711,3
0.41,6827.435711,3
0.41,6827.435711,3
0.41,6827.435711,3
0.41,6827.435711,3
0.41,6827.435711,3
0.4,6880.241819,4
0.4,6880.241819,3
0.4,6880.241819,3
0.4,6880.241819,3
0.4,6880.241819,3
0.4,6880.241819,3
0.4,6880.241819,3
0.39,6933.943452,4
0.39,6933.943452,3
0.39,6933.943452,3
0.39,6933.943452,3
0.39,6933.943452,3
0.39,6933.943452,3
0.38,6988.564782,3
0.38,6988.564782,3
0.38,6988.564782,3
0.38,6988.564782,2
0.38,6988.564782,1
0.37,7044.13088,4
0.37,7044.13088,3
0.37,7044.13088,3
0.37,7044.13088,3
0.37,7044.13088,2
0.36,7100.667766,3
0.36,7100.667766,3
0.36,7100.667766,3
0.36,7100.667766,3
0.36,7100.667766,3
0.36,7100.667766,3
0.36,7100.667766,1
0.36,7100.667766,1
0.35,7158.202448,3
0.35,7158.202448,3
0.35,7158.202448,3
0.35,7158.202448,3
0.35,7158.202448,3
0.35,7158.202448,3
0.35,7158.202448,2
0.35,7158.202448,1
0.34,7216.762974,3
0.34,7216.762974,3
0.34,7216.762974,3
0.34,7216.762974,3
0.34,7216.762974,3
0.34,7216.762974,2
0.33,7276.378482,3
0.33,7276.378482,3
0.32,7337.079255,3
0.31,7398.896776,3
0.31,7398.896776,3
0.31,7398.896776,3
0.31,7398.896776,3
0.3,7461.863794,3
0.3,7461.863794,3
0.3,7461.863794,3
0.3,7461.863794,2
0.29,7526.014383,3
0.29,7526.014383,3
0.29,7526.014383,3
0.29,7526.014383,2
0.29,7526.014383,1
0.27,7658.009629,3
0.26,7725.929716,3
0.26,7725.929716,3
0.25,7795.184395,2
0.25,7795.184395,2
0.25,7795.184395,2
0.25,7795.184395,2
0.24,7865.815504,3
0.24,7865.815504,2
0.23,7937.866695,2
0.23,7937.866695,2
0.22,8011.383532,3
0.22,8011.383532,3
0.22,8011.383532,2
0.22,8011.383532,2
0.22,8011.383532,1
0.21,8086.413601,3
0.21,8086.413601,2
0.21,8086.413601,1
0.21,8086.413601,0
0.2,8163.006623,3
0.2,8163.006623,2
0.19,8241.214577,2
0.19,8241.214577,2
0.19,8241.214577,2
0.18,8321.091831,2
0.18,8321.091831,2
0.18,8321.091831,2
0.18,8321.091831,0
0.17,8402.695283,2
0.17,8402.695283,2
0.17,8402.695283,2
0.17,8402.695283,2
0.17,8402.695283,2
0.17,8402.695283,0
0.16,8486.08451,2
0.15,8571.321931,2
0.15,8571.321931,2
0.14,8658.472979,2
0.14,8658.472979,2
0.14,8658.472979,2
0.13,8747.606288,2
0.13,8747.606288,2
0.13,8747.606288,2
0.12,8838.793893,2
0.12,8838.793893,2
0.12,8838.793893,2
0.12,8838.793893,2
0.12,8838.793893,1
0.12,8838.793893,0
0.11,8932.111445,2
0.11,8932.111445,1
0.11,8932.111445,1
0.11,8932.111445,0
0.1,9027.638443,2
0.1,9027.638443,2
0.1,9027.638443,2
0.1,9027.638443,1
0.09,9125.458485,2
0.09,9125.458485,2
0.09,9125.458485,2
0.09,9125.458485,1
0.08,9225.659539,2
0.08,9225.659539,2
0.08,9225.659539,1
0.08,9225.659539,1
0.07,9328.334231,2
0.07,9328.334231,2
0.07,9328.334231,2
0.07,9328.334231,2
0.07,9328.334231,2
0.07,9328.334231,2
0.06,9433.580165,2
0.06,9433.580165,2
0.06,9433.580165,2
0.06,9433.580165,2
0.05,9541.500263,2
0.05,9541.500263,2
0.05,9541.500263,2
0.05,9541.500263,2
0.05,9541.500263,2
0.04,9652.203136,2
0.04,9652.203136,2
0.04,9652.203136,2
0.04,9652.203136,2
0.04,9652.203136,2
0.04,9652.203136,2
0.04,9652.203136,2
0.04,9652.203136,2
0.04,9652.203136,2
0.03,9765.803485,2
0.03,9765.803485,2
0.03,9765.803485,2
0.03,9765.803485,2
0.03,9765.803485,2
0.03,9765.803485,2
0.03,9765.803485,1
0.02,9882.422537,2
0.02,9882.422537,2
0.02,9882.422537,2
0.02,9882.422537,2
0.02,9882.422537,2
0.02,9882.422537,2
0.02,9882.422537,2
0.02,9882.422537,0
0.01,10002.18852,2
0.01,10002.18852,2
0.01,10002.18852,2
0.01,10002.18852,2
0.01,10002.18852,1
0.01,10002.18852,1
0,10125.23719,2
0,10125.23719,2
0,10125.23719,2
0,10125.23719,1
0,10125.23719,1
0,10125.23719,1
0,10125.23719,1
0,10125.23719,1
0,10125.23719,1
-0.01,10251.71238,2
-0.01,10251.71238,2
-0.01,10251.71238,2
-0.01,10251.71238,2
-0.01,10251.71238,2
-0.01,10251.71238,2
-0.01,10251.71238,1
-0.01,10251.71238,1
-0.01,10251.71238,1
-0.01,10251.71238,1
-0.01,10251.71238,1
-0.01,10251.71238,0
-0.02,10381.76661,2
-0.02,10381.76661,1
-0.02,10381.76661,1
-0.02,10381.76661,1
-0.02,10381.76661,1
-0.02,10381.76661,0
-0.03,10515.56178,2
-0.03,10515.56178,2
-0.03,10515.56178,2
-0.03,10515.56178,2
-0.03,10515.56178,1
-0.03,10515.56178,1
-0.03,10515.56178,0
-0.04,10653.26991,2
-0.04,10653.26991,1
-0.04,10653.26991,1
-0.04,10653.26991,1
-0.04,10653.26991,1
-0.04,10653.26991,1
-0.04,10653.26991,1
-0.04,10653.26991,1
-0.04,10653.26991,1
-0.04,10653.26991,1
-0.05,10795.07392,1
-0.05,10795.07392,1
-0.05,10795.07392,1
-0.05,10795.07392,1
-0.05,10795.07392,1
-0.05,10795.07392,1
-0.05,10795.07392,1
-0.05,10795.07392,1
-0.06,10941.16853,1
-0.06,10941.16853,1
-0.06,10941.16853,1
-0.06,10941.16853,1
-0.06,10941.16853,1
-0.06,10941.16853,1
-0.06,10941.16853,1
-0.07,11091.76123,1
-0.07,11091.76123,1
-0.07,11091.76123,1
-0.07,11091.76123,1
-0.07,11091.76123,1
-0.07,11091.76123,1
-0.07,11091.76123,1
-0.07,11091.76123,1
-0.07,11091.76123,1
-0.08,11247.07336,1
-0.08,11247.07336,1
-0.08,11247.07336,1
-0.08,11247.07336,1
-0.08,11247.07336,1
-0.08,11247.07336,1
-0.08,11247.07336,1
-0.09,11407.3413,1
-0.09,11407.3413,1
-0.09,11407.3413,1
-0.09,11407.3413,1
-0.1,11572.81773,1
-0.1,11572.81773,1
-0.1,11572.81773,1
-0.1,11572.81773,1
-0.1,11572.81773,1
-0.1,11572.81773,1
-0.1,11572.81773,1
-0.1,11572.81773,1
-0.1,11572.81773,0
-0.11,11743.77313,1
-0.11,11743.77313,1
-0.11,11743.77313,1
-0.11,11743.77313,1
-0.11,11743.77313,1
-0.11,11743.77313,1
-0.11,11743.77313,1
-0.11,11743.77313,1
-0.11,11743.77313,1
-0.11,11743.77313,1
-0.12,11920.49736,1
-0.12,11920.49736,1
-0.12,11920.49736,1
-0.12,11920.49736,1
-0.12,11920.49736,1
-0.12,11920.49736,1
-0.13,12103.30141,1
-0.13,12103.30141,1
-0.13,12103.30141,1
-0.13,12103.30141,1
-0.13,12103.30141,1
-0.13,12103.30141,1
-0.13,12103.30141,1
-0.14,12292.51942,1
-0.14,12292.51942,1
-0.14,12292.51942,1
-0.15,12488.51085,1
-0.15,12488.51085,1
-0.15,12488.51085,1
-0.15,12488.51085,1
-0.15,12488.51085,1
-0.16,12691.66294,1
-0.16,12691.66294,1
-0.16,12691.66294,1
-0.16,12691.66294,1
-0.17,12902.39349,1
-0.17,12902.39349,1
-0.17,12902.39349,1
-0.17,12902.39349,1
-0.17,12902.39349,1
-0.19,13348.43276,1
-0.2,13584.75951,1
-0.22,14086.90687,1
-0.23,14354.03424,1
-0.23,14354.03424,1
-0.24,14632.83517,0
-0.25,14924.1235,0